제목,방송 기간,방송 시간,방송 횟수,장르,채널,방송 시작
잉여공주, 2014년 8월 7일 ~ 2014년 10월 9일, 목요일 밤 11시, 10부작뉴스 인용, 로맨스, tvN,2014-08-07 00:00:00
왜그러지, 1977년 7월 16일 ~ 1977년 10월 30일, 매주 토요일 저녁 7시 35분 ~ 8시 20분 매주 일요일 저녁 7시 15분 ~ 8시, 32부작, 코믹터치·멜로물, MBC,1977-07-16 00:00:00
드라마의제왕, 2012년 11월 5일 ~ 2013년 1월 7일, SBS 월화드라마, 18부작," 코미디, 로맨스, 풍자", SBS TV,2012-11-05 00:00:00
역류, 2017년 11월 13일 ~ 2018년 4월 26일, 매주 평일 오전 7:50 ~ 8:30, 119부작, 드라마, MBC TV,2017-11-13 00:00:00
하늘이시여, 2005년 9월 10일 ~ 2006년 7월 2일," 토요일, 일요일 밤 (시간) 8시 45분 ~ 9시 55분", 85부작, 텔레비전 드라마, SBS,2005-09-10 00:00:00
장미정원, 1992년 7월 13일 ~ 1992년 9월 1일, 매주 월·화요일 저녁 8시 55분, 16부작, 텔레비전 드라마, 서울방송,1992-07-13 00:00:00
우리가결혼할수있을까, 2012년 10월 29일 ~ 2013년 1월 1일," 매주 월요일, 화요일 밤 (시간) 11시 (1회 ~ 4회)  매주 월요일, 화요일 밤 9시 50분 (5회 ~ 20회)", 20부작, 드라마 , JTBC,2012-10-29 00:00:00
내이름은김삼순," 2005년 6월 1일 ~ 2005년 7월 21일 (본방)
2007년 3월 2일 ~ 2007년 6월 22일 (재방)"," 매주 수·목요일 밤 9시 55분 (본방)
금요일 낮 12시 40분 (재방)", 16부작, 로맨틱 코미디 드라마 드라마음악, MBC TV,2005-06-01 00:00:00
조선X파일기찰비록, 2010년 8월 20일 ~ 2010년 10월 29일, 매주 금요일 밤 12:00, 12부작, 드라마, tvN,2010-08-20 00:00:00
그해겨울은따뜻했네, 1988년 8월 3일 ~ 1988년 9월 22일," 수요일, 목요일 밤 (시간) 9시 50분", 16부작, 드라마, 한국방송공사,1988-08-03 00:00:00
앞집여자, 2003년 7월 16일 ~ 2003년 8월 21일, 매주 수·목요일 저녁 9시 55분, 12부작, 텔레비전 드라마, 문화방송,2003-07-16 00:00:00
블러드, 2015년 2월 16일 ~ 2015년 4월 21일," 월요일, 화요일 밤 10시 ~ 11시 10분", 20부작," 판타지, 메디컬 드라마음악 드라마음악 드라마음악 드라마음악", KBS 제2TV,2015-02-16 00:00:00
맞짱, 2008년 10월 24일 ~ 2008년 12월 12일, 금요일 밤 (시간) 12시, 8부작, 액션, tvN,2008-10-24 00:00:00
메리대구공방전, 2007년 5월 16일 ~ 2007년 7월 5일," 매주 수, 목 오후 9시 55분", 16부작, 텔레비전 드라마, 문화방송,2007-05-16 00:00:00
하이스쿨러브온, 2014년 7월 11일 ~ 2014년 12월 19일, 매주 금요일 밤 8:55 ~ 10:00, 20부작, 판타지 로맨스, KBS 제2TV (지상파),2014-07-11 00:00:00
천사의유혹, 2009년 10월 12일 ~ 2009년 12월 22일," 월요일, 화요일 밤 (시간) 8시 50분 ~ 9시 55분", 21부작," 텔레비전 드라마, 에로", SBS (대한민국의 방송사),2009-10-12 00:00:00
"엄마,아빠좋아", 1979년 5월 26일 ~ 1979년 9월 23일, 매주 주말 저녁 7시 15분 ~ 8시, 34부작, 텔레비전 드라마, 문화방송,1979-05-26 00:00:00
하녀들, 2014년 12월 12일 ~ 2015년 3월 28일," 매주 금요일, 토요일 밤 (시간) 9시 45분{{뉴스 인용", 20부작, 텔레비전 드라마, JTBC,2014-12-12 00:00:00
대군-사랑을그리다, 2018년 3월 3일 ~ 2018년 5월 6일, 밤 10시 50분 ~ 11시 50분, 20부작, 드라마, TV 조선,2018-03-03 00:00:00
세계의끝, 2013년 3월 16일 ~ 2013년 5월 5일, 매주 일요일 밤 9시 55분 ~, 12부작, 텔레비전 드라마, JTBC,2013-03-16 00:00:00
"북경,내사랑", 2004년 5월 10일 ~ 2004년 7월 13일," 월,화 밤 9시 55분 ~ 11시 05분", 20부작, 텔레비전 드라마, KBS 2TV. 중국중앙텔레비전,2004-05-10 00:00:00
로맨스, 1998년 8월 8일 ~ 1998년 10월 25일," 토요일, 일요일 밤 (시간) 8시 50분 ~ 9시 50분", 24부작, 드라마, 서울방송,1998-08-08 00:00:00
복수노트2, 2018년 8월 13일 ~ 2018년 10월 9일," 매주 월요일, 화요일 밤 (시간) 8시 ~ 9시 10분", 16부작," 드라마, 로맨스, 하이틴 드라마음악 드라마음악 드라마음악"," XtvN, SK브로드밴드",2018-08-13 00:00:00
하백의신부2017, 2017년 7월 3일 ~ 2017년 8월 22일," 매주 월요일, 화요일 밤 10시 50분", 16부작, 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악, tvN,2017-07-03 00:00:00
여심, 1986년 4월 14일 ~ 1986년 12월 26일, 월요일 ~ 금요일 밤 (시간) 8시 30분 ~ 9시, , 텔레비전 드라마, KBS 1TV,1986-04-14 00:00:00
산부인과, 2010년 2월 3일 ~ 2010년 3월 25일," 수요일, 목요일 오후 9시 55분", 16부작," 메디컬, 휴머니즘", SBS,2010-02-03 00:00:00
학교2013, 2012년 12월 3일 ~ 2013년 1월 28일," 월요일, 화요일 밤 (시간) 10시 ~ 11시 10분", 16부작 + 스페셜 1부작, 텔레비전 드라마     , KBS 2TV,2012-12-03 00:00:00
풍문으로들었소, 2015년 2월 23일 ~ 2015년 6월 2일," 월요일, 화요일 밤 10시 ~ 11시 15분", 30부작, 블랙 코미디, SBS TV,2015-02-23 00:00:00
비단향꽃무, 2001년 3월 5일 ~ 2001년 5월 8일," 매주 월,화 오후 9시 50분", 20부작, 드라마, KBS 2TV,2001-03-05 00:00:00
리멤버, 2002년 9월 18일 ~ 2002년 10월 31일," 수, 목 오후 9시 55분", 14부작, 드라마, 문화방송,2002-09-18 00:00:00
불온, 2013년 10월 3일, 목요일 밤 10시, 1부작, , MBC,2013-10-03 00:00:00
사랑해당신을, 1990년 4월 30일 ~ 1990년 10월 12일, 매주 월~토요일 오전 8시 25분, 114부작, 텔레비전 드라마, 문화방송,1990-04-30 00:00:00
바람처럼파도처럼, 1998년 6월 29일 ~ 1998년 10월 24일, , , 드라마, KBS 2TV,1998-06-29 00:00:00
나는이혼하지않는다, 2003년 10월 13일 ~ 2004년 4월 17일, 월~토 오전 9시, 162부작, 드라마, KBS 2TV,2003-10-13 00:00:00
기적," 2006년 12월 9일 ~ 2006년 12월 17일 (본방)
2010년 3월 15일 ~ 2010년 3월 18일 (재방송)"," 매주 토요일, 일요일 밤 9시 40분 ~ 10시 40분 (본방), 월~목요일 밤 9시 55분 ~ 10시 55분 (재방송)", 4부작, 텔레비전 드라마, MBC,2006-12-09 00:00:00
진주귀걸이, 2005년 1월 24일 ~ 2005년 5월 7일, 월요일 ~ 토요일 오전 8시 30분 ~ 9시, 85회, 드라마, SBS TV,2005-01-24 00:00:00
메디컬탑팀, 2013년 10월 9일 ~ 2013년 12월 12일," 수요일, 목요일 밤 (시간) 10시", 20부작, 메디컬 드라마, MBC,2013-10-09 00:00:00
비검, 1993년 7월 22일 ~ 1993년 8월 19일," 수요일, 목요일 밤 (시간) 9시 50분", 10부작, 드라마, KBS 2TV,1993-07-22 00:00:00
포세이돈, 2011년 9월 19일 ~ 2011년 11월 8일," 월요일, 화요일 밤 9시 55분 ~ 11시 5분", 16부작," 액션, 텔레비전 드라마", KBS 2TV,2011-09-19 00:00:00
굿바이솔로, 2006년 3월 1일 ~ 2006년 4월 20일," 수, 목 밤 9시 55분 ~ 11시 5분", 16부작, 휴먼, KBS 2TV,2006-03-01 00:00:00
백조의호수, 2003년 6월 30일 ~ 2003년 11월 7일, 월요일 ~ 금요일 밤 (시간) 8시 20분 ~ 8시 55분, 92부작, 드라마, MBC,2003-06-30 00:00:00
백만장자와결혼하기, 2005년 11월 26일 ~ 2006년 1월 22일," 매주 토,일 밤 10시", 16부작, 드라마, SBS,2005-11-26 00:00:00
저글러스, 2017년 12월 4일 ~ 2018년 1월 23일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 16부작, 로맨스, KBS 2TV,2017-12-04 00:00:00
또하나의시작, 1995년 12월 6일 ~ 1995년 12월 28일," 수요일, 목요일 밤 (시간) 9시 50분", 8부작, 드라마, KBS 2TV,1995-12-06 00:00:00
지금은연애중, 2002년 1월 16일 ~ 2002년 3월 7일," 매주 수,목 밤 9시 55분", 16부작, 드라마, SBS,2002-01-16 00:00:00
사생결단로맨스, 2018년 7월 23일 ~ 2018년 9월 17일," 매주 월요일, 화요일 밤 (시간) 10:00 ~ 11:10", 32부작, 로맨스 드라마, MBC TV,2018-07-23 00:00:00
꽃찾으러왔단다, 2007년 5월 14일 ~ 2007년 7월 3일," 월,화 밤 9시 55분", 16부작, 드라마, KBS 2TV,2007-05-14 00:00:00
거인의손, 1994년 12월 5일 ~ 1994년 12월 6일, 월 · 화요일 밤 9시 50분, 2부작," 텔레비전 드라마, 전기", MBC,1994-12-05 00:00:00
삼생이, 2013년 1월 7일 ~ 2013년 6월 21일, 월요일 ~ 금요일 오전 9시 ~ 9시 40분, 120부작, 텔레비전 드라마 · 소설, KBS 2TV,2013-01-07 00:00:00
쌍갑포차, 2020년 5월 20일 ~ 방영 예정," 매주 수요일, 목요일 밤 9시 30분", 12부작, , JTBC,2020-05-20 00:00:00
가문의영광, 2008년 10월 11일 ~ 2009년 4월 19일," 토요일, 일요일 밤 (시간) 10시 ~ 11시 10분", 54부작," 텔레비전 드라마, 가족", SBS,2008-10-11 00:00:00
사랑아사랑아," 2012년 5월 7일 ~ 2013년 1월 4일
2013년 4월 9일 ~ 2014년 1월 7일 (1TV 재방송)", 월요일 ~ 금요일 오전 9시 ~ 9시 40분, 175부작, 텔레비전 드라마 · 소설, KBS 제2TV,2012-05-07 00:00:00
이별의시작, 1991년 3월 10일 ~ 1991년 4월 30일, 매주 월·화요일 저녁 9시 55분, 16부작, 텔레비전 드라마, 문화방송,1991-03-10 00:00:00
스마일어게인, 2006년 5월 17일 ~ 2006년 7월 6일," 매주 수,목 밤 9시 55분", 16부작, 텔레비전 드라마, SBS TV,2006-05-17 00:00:00
크로스, 2018년 1월 29일 ~ 2018년 3월 20일, 매주 월 · 화요일 밤 9시 30분, 16부작, 텔레비전 드라마, tvN,2018-01-29 00:00:00
겨울안개, 1989년 1월 9일 ~ 1989년 1월 31일, 매주 월·화요일 밤 9시 50분 ~ 10시 50분, 8부작, 텔레비전 드라마, 문화방송,1989-01-09 00:00:00
뱀파이어검사2, 2012년 9월 9일 ~ 2012년 11월 18일, 매주 일요일 밤 11시, 11부작, 드라마, OCN (방송),2012-09-09 00:00:00
여울목, 1994년 10월 22일 ~ 1995년 4월 16일," 토요일, 일요일 밤 (시간) 8시 ~ 9시", 52부작, 드라마, 문화방송,1994-10-22 00:00:00
꽃피고새울면, 1990년 5월 19일 ~ 1990년 10월 14일," 토, 일요일 오후 7시 50분", 총 44 부작, 주말 드라마, KBS 2TV,1990-05-19 00:00:00
차달래부인의사랑, 2018년 9월 3일 ~ 2019년 1월 18일, 매주 평일 오전 9:00 ~ 9:40, 100부작," 드라마, 코미디 발라드 (대중 음악) 펑크 록 발라드 (대중 음악) 발라드 (대중 음악) 모던 록 발라드  (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 트로트 발라드 (대중 음악) 발라드 (대중 음악) 발라드 (대중 음악) 발라드 (대중 음악) 발라드 (대중 음악) 발라드 (대중 음악) 발라드 (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 발라드  (대중 음악) 펑크 록", KBS 2TV,2018-09-03 00:00:00
내일이오면, 2011년 10월 29일 ~ 2012년 4월 22일," 토요일, 일요일 밤 (시간) 8시 40분 ~ 9시 40분", 51부작, 텔레비전 드라마, SBS,2011-10-29 00:00:00
시크릿가든, 2010년 11월 13일 ~ 2011년 1월 16일," 토요일, 일요일 밤 (시간) 9시 50분 ~ 11시 10분", 20부작 + 스페셜 1부작," 판타지, 연애, 코미디, 텔레비전 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", SBS TV,2010-11-13 00:00:00
내사랑내곁에, 1998년 8월 31일 ~ 1999년 4월 2일, 월요일 ~ 금요일 밤 (시간) 8시 30분 ~ 9시, , 드라마, 한국방송공사,1998-08-31 00:00:00
내가가장예뻤을때, 2020년 8월 ~ (방송 예정)," 매주 수, 목 밤 8:55 ~ 10:05", 32부작, , MBC,unknown
달동네, 방송 기간, 방송 기간, , 드라마, 동양방송 → KBS 1TV,unknown
가슴을열어라, 1996년 9월 7일 ~ 1996년 11월 24일," 토요일, 일요일 밤 8시 ~ 밤 9시", 24부작, 텔레비전 드라마, 문화방송,1996-09-07 00:00:00
여왕의교실, 2013년 6월 12일 ~ 2013년 8월 1일," 수요일, 목요일 밤 (시간) 10시", 16부작, 학교 드라마     , MBC TV,2013-06-12 00:00:00
이번주아내가바람을핍니다, 2016년 10월 28일 ~ 2016년 12월 3일," 매주 금요일, 토요일 밤 (시간) 8시 30분", 12부작, 텔레비전 드라마 드라마음악 드라마음악, JTBC,2016-10-28 00:00:00
운빨로맨스, 2016년 5월 25일 ~ 2016년 7월 14일," 매주 수, 목요일 밤 10시", 16부작, 드라마, MBC TV,2016-05-25 00:00:00
너는내운명, 2008년 5월 5일 ~ 2009년 1월 9일, 월요일 ~ 금요일 밤 (시간) 8시 25분 ~ 9시, 178부작, 드라마, KBS 1TV,2008-05-05 00:00:00
미남이시네요, 2009년 10월 7일 ~ 2009년 11월 26일," 수요일, 목요일 오후 9시 55분", 16부작, 뮤지컬 로코 드라마 OST OST OST, SBS TV,2009-10-07 00:00:00
돈의화신, 2013년 2월 2일 ~ 2013년 4월 21일," 토요일, 일요일 밤 (시간) 9시 55분 ~ 11시 15분", 24부작," 코미디, 범죄", SBS,2013-02-02 00:00:00
힘쎈여자도봉순, 2017년 2월 24일 ~ 2017년 4월 15일," 매주 금요일, 토요일 밤 (시간) 11시", 16부작," 판타지, 로맨스, 코미디, 범죄, 드라마 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", JTBC,2017-02-24 00:00:00
대장금," 2003년 9월 15일 ~ 2004년 3월 23일 (본방)
2005년 11월 5일 ~ 2007년 2월 23일 (재방)", , 54부작, 사극, MBC TV,2003-09-15 00:00:00
분홍립스틱, 2010년 1월 11일 ~ 2010년 8월 6일, 월요일 ~ 금요일 오전 7시 50분 ~ 8시 30분, 149부작, 텔레비전 드라마, 문화방송,2010-01-11 00:00:00
정, 2002년 8월 28일 ~ 2002년 11월 13일," 매주 수,목 밤 9시 55분", 24부작, 드라마, SBS,2002-08-28 00:00:00
수상한삼형제, 2009년 10월 17일 ~ 2010년 6월 13일," 토요일, 일요일 저녁 7시 55분 ~ 밤 (시간) 9시 5분", 70부작, 텔레비전 드라마, KBS 제2TV,2009-10-17 00:00:00
궁합이맞습니다, 1992년 5월 20일 ~ 1992년 11월 12일," 수요일, 목요일 밤 (시간) 8시 50분 ~ 9시 45분", 52부작, 텔레비전 드라마, 서울방송,1992-05-20 00:00:00
사랑과야망, 2006년 2월 4일 ~ 2006년 11월 12일," 토요일, 일요일 밤 (시간) 9시 55분 ~ 11시 5분", 81부작," 시대극, 막장, 리메이크", SBS,2006-02-04 00:00:00
우리는중산층, 1991년 8월 7일 ~ 1991년 9월 26일," 수요일, 목요일 밤 (시간) 9시 50분", 16부작, 드라마, 한국방송공사,1991-08-07 00:00:00
"그겨울,바람이분다", 2013년 2월 13일 ~ 2013년 4월 3일," 수요일, 목요일 밤 (시간) 10시", 16부작, 휴먼 멜로 드라마      , SBS (대한민국의 방송사),2013-02-13 00:00:00
간난이," 1983년 8월 29일 ~ 1984년 4월 27일
1983년 8월 29일 ~ 1984년 1월 27일 (제1부)
1984년 1월 30일 ~ 1984년 4월 27일 (제2부)", 월~금 오후 9시 35분 ~ 10시 05분, , 드라마, MBC,1983-08-29 00:00:00
홍소장의가을, 2004년 11월 14일, 밤 (시간) 8시 45분 ~ 12시, 3부작, 드라마, SBS TV,2004-11-14 00:00:00
개과천선, 2014년 4월 30일 ~ 2014년  6월 26일," 수요일, 목요일 밤 (시간) 10시", 16부작뉴스 인용, 법정 텔레비전 드라마, MBC TV뉴스 인용,2014-04-30 00:00:00
데릴남편오작두, 2018년 3월 3일 ~ 2018년 5월 19일, 매주 토요일 밤 8:45 ~ 11:05, 24부작, 로맨스, MBC TV,2018-03-03 00:00:00
낭랑18세, 2004년 1월 19일 ~ 2004년 3월 9일," 월요일, 화요일 밤 (시간) 9시 50분 ~ 11시", 16부작, 텔레비전 드라마, KBS 2TV,2004-01-19 00:00:00
내남자의비밀, 2017년 9월 18일 ~ 2018년 2월 9일, 월요일 ~ 금요일 저녁 7시 50분 ~ 8시 30분, 100부작, 드라마, KBS 2TV,2017-09-18 00:00:00
라디오로맨스, 2018년 1월 29일 ~ 2018년 3월 20일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 16부작, 로맨스, KBS 2TV,2018-01-29 00:00:00
투윅스, 2013년 8월 7일 ~ 2013년 9월 26일," 수요일, 목요일 오후 10시 ~", 16부작, 텔레비전 드라마, MBC,2013-08-07 00:00:00
형수님은열아홉, 2013년 8월 7일 ~ 2013년 9월 26일," 수요일, 목요일 오후 10시 ~", 16부작, 텔레비전 드라마, MBC,2013-08-07 00:00:00
미래의선택, 2013년 10월 14일 ~ 2013년 12월 3일," 월요일, 화요일 밤 10시 ~ 11시 15분", 16부작, 로맨틱 코미디 드라마 드라마음악 드라마음악 드라마음악, KBS 제2TV,2013-10-14 00:00:00
피노키오, 2014년 11월 12일 ~ 2015년 1월 15일," 수요일, 목요일 오후10시 ~ 오후 11시 15분", 20부작," 청춘 성장 멜로 드라마, 수사물 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", SBS,2014-11-12 00:00:00
더바이러스, 2013년 3월 1일 ~ 2013년 5월 3일, 금요일 밤 10시, 10부작, 드라마, OCN (방송),2013-03-01 00:00:00
검생이의달, 1990년 10월 31일 ~ 1990년 11월 29일," 수요일, 목요일 밤 (시간) 9시 50분", 10부작, 드라마, 한국방송공사,1990-10-31 00:00:00
창밖에는태양이빛났다, 1992년 9월 21일 ~ 1992년 11월 3일," 매주 월,화 밤 9시 50분", 14부작, 드라마, MBC,1992-09-21 00:00:00
같이살래요, 2018년 3월 17일 ~ 2018년 9월 9일, 주말 저녁 7시 55분 ~ 밤 9시 15분, 50부작 + 스페셜 1부작," 드라마, 가족, 로맨스", KBS 2TV,2018-03-17 00:00:00
날녹여주오, 2019년 9월 28일 ~ 2019년 11월 17일," 매주 토요일 밤 9시 10분 ~ 10시 23분 
매주 일요일 밤 9시 10분 ~ 10시 21분", 16부작," 판타지, 텔레비전 드라마", tvN,2019-09-28 00:00:00
동안미녀, 2011년 5월 2일 ~ 2011년 7월 5일," 월요일, 화요일 밤 (시간) 한국방송공사 월화드라마", 20부작, 텔레비전 드라마 드라마 음악 드라마 음악 드라마 음악, KBS 2TV,2011-05-02 00:00:00
동네변호사조들호, 2016년 3월 28일 ~ 2016년 5월 31일," 월요일, 화요일 밤 10시 ~ 11시 10분", 20부작, 법률, KBS 2TV,2016-03-28 00:00:00
백번선본여자, 1992년 4월 1일 ~ 1992년 4월 23일," 수요일, 목요일 밤 (시간) 9시 50분", 8부작, 드라마, 한국방송공사,1992-04-01 00:00:00
계약우정, 2020년 4월 6일 ~ 2020년 4월 14일," 매주 월요일, 화요일 밤 10:00 ~ 11:10", 8부작," 로맨스, 코미디, 학교 드라마음악 드라마음악 드라마음악 드라마음악 드라마음악", KBS 2TV,2020-04-06 00:00:00
분례기, 1992년 1월 20일 ~ 1992년 3월 10일, 매주 월·화요일 오후 8시, 16부작, 텔레비전 드라마, SBS,1992-01-20 00:00:00
자이언트, 2010년 5월 10일 ~ 2010년 12월 7일," 월요일, 화요일 밤 (시간) 9시 55분 ~ 11시 5분", 60부작," 시대극, 정치, 대하드라마 드라마 삽입곡", SBS TV,2010-05-10 00:00:00
제왕의딸수백향, 2013년 9월 30일 ~ 2014년 3월 14일, 매주 평일 밤 8시 55분 ~ 9시 30분, 108부작뉴스 인용," 사극 · 텔레비전 드라마, 로맨스", MBC TV,2013-09-30 00:00:00
또하나의행복, 1991년 2월 18일 ~ 1991년 8월 3일, 월요일 ~ 토요일 오전 9시 20분, 136부작, 텔레비전 드라마, 문화방송,1991-02-18 00:00:00
빅맨, 2014년 4월 28일 ~ 2014년 6월 17일," 월요일, 화요일 밤 10시", 16부작, 텔레비전 드라마, KBS 제2TV,2014-04-28 00:00:00
푸른물고기, 2007년 4월 7일 ~ 2007년 5월 27일," 매주 토,일 밤 10시", 16부작, 드라마, SBS,2007-04-07 00:00:00
종점, 1980년 3월 29일 ~ 1980년 8월 31일, 매주 토 · 일요일 저녁 7시 15분 ~ 8시, 43부작, 텔레비전 드라마, 문화방송,1980-03-29 00:00:00
내사랑팥쥐, 2002년 8월 26일 ~ 2002년 9월 24일, 월·화요일 밤 9시 55분, 10부작, 텔레비전 드라마, MBC TV,2002-08-26 00:00:00
